x-axis,1
second,Ampere
-50.0000E-06,-500.0000E-06
-49.7500E-06,-97.9900E-06
-49.5000E-06,-500.0000E-06
-49.2500E-06,-500.0000E-06
-49.0000E-06,-500.0000E-06
-48.7500E-06,-500.0000E-06
-48.5000E-06,-97.9900E-06
-48.2500E-06,-198.4925E-06
-48.0000E-06,-500.0000E-06
-47.7500E-06,-298.9950E-06
-47.5000E-06,+103.0150E-06
-47.2500E-06,-298.9950E-06
-47.0000E-06,-500.0000E-06
-46.7500E-06,-701.0050E-06
-46.5000E-06,-97.9900E-06
-46.2500E-06,-198.4925E-06
-46.0000E-06,-500.0000E-06
-45.7500E-06,-298.9950E-06
-45.5000E-06,-97.9900E-06
-45.2500E-06,-500.0000E-06
-45.0000E-06,-97.9900E-06
-44.7500E-06,-500.0000E-06
-44.5000E-06,-298.9950E-06
-44.2500E-06,-298.9950E-06
-44.0000E-06,-500.0000E-06
-43.7500E-06,-500.0000E-06
-43.5000E-06,+103.0150E-06
-43.2500E-06,-399.4975E-06
-43.0000E-06,-902.0101E-06
-42.7500E-06,-298.9950E-06
-42.5000E-06,-500.0000E-06
-42.2500E-06,-97.9900E-06
-42.0000E-06,-500.0000E-06
-41.7500E-06,+2.5125E-06
-41.5000E-06,-298.9950E-06
-41.2500E-06,-399.4975E-06
-41.0000E-06,-902.0101E-06
-40.7500E-06,-902.0101E-06
-40.5000E-06,-701.0050E-06
-40.2500E-06,-97.9900E-06
-40.0000E-06,-97.9900E-06
-39.7500E-06,-97.9900E-06
-39.5000E-06,-500.0000E-06
-39.2500E-06,-1.1030151E-03
-39.0000E-06,-500.0000E-06
-38.7500E-06,-600.5025E-06
-38.5000E-06,-298.9950E-06
-38.2500E-06,-801.5076E-06
-38.0000E-06,-500.0000E-06
-37.7500E-06,+103.0150E-06
-37.5000E-06,-500.0000E-06
-37.2500E-06,-701.0050E-06
-37.0000E-06,-97.9900E-06
-36.7500E-06,-298.9950E-06
-36.5000E-06,-97.9900E-06
-36.2500E-06,+203.5176E-06
-36.0000E-06,-500.0000E-06
-35.7500E-06,-198.4925E-06
-35.5000E-06,-500.0000E-06
-35.2500E-06,-500.0000E-06
-35.0000E-06,-902.0101E-06
-34.7500E-06,-600.5025E-06
-34.5000E-06,-500.0000E-06
-34.2500E-06,-298.9950E-06
-34.0000E-06,-902.0101E-06
-33.7500E-06,-399.4975E-06
-33.5000E-06,-500.0000E-06
-33.2500E-06,-198.4925E-06
-33.0000E-06,-500.0000E-06
-32.7500E-06,-902.0101E-06
-32.5000E-06,-97.9900E-06
-32.2500E-06,-399.4975E-06
-32.0000E-06,-97.9900E-06
-31.7500E-06,-500.0000E-06
-31.5000E-06,-97.9900E-06
-31.2500E-06,-801.5076E-06
-31.0000E-06,-500.0000E-06
-30.7500E-06,-399.4975E-06
-30.5000E-06,-701.0050E-06
-30.2500E-06,-198.4925E-06
-30.0000E-06,+304.0201E-06
-29.7500E-06,-399.4975E-06
-29.5000E-06,-500.0000E-06
-29.2500E-06,-701.0050E-06
-29.0000E-06,-902.0101E-06
-28.7500E-06,-198.4925E-06
-28.5000E-06,-500.0000E-06
-28.2500E-06,-600.5025E-06
-28.0000E-06,-97.9900E-06
-27.7500E-06,-97.9900E-06
-27.5000E-06,-97.9900E-06
-27.2500E-06,-399.4975E-06
-27.0000E-06,-97.9900E-06
-26.7500E-06,-500.0000E-06
-26.5000E-06,-298.9950E-06
-26.2500E-06,-902.0101E-06
-26.0000E-06,-500.0000E-06
